post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:bzjymhjvcebqy36pf4hqqxoh/app.bsky.feed.post/3lfca452d2222,did:plc:bzjymhjvcebqy36pf4hqqxoh,"the new Syria!
#syrien
#syria 
#سوريا
#HTS
#Terror
#Terrorist",0,0,0
at://did:plc:2leolvkkxrrqnrlut3yl43hy/app.bsky.feed.post/3lfca2xwicc2v,did:plc:2leolvkkxrrqnrlut3yl43hy,Israeli officials weigh conference to divide Syria into cantons www.israelhayom.com/2025/01/09/i...,1,1,3
at://did:plc:jiwqy4inud2tdz7oyibz7qcg/app.bsky.feed.post/3lfc7z37y5c2f,did:plc:jiwqy4inud2tdz7oyibz7qcg,Basis for my comments in today’s Times on feasibility of return from Syria camps is in my 2023 paper Risk and Response here: terrorismlegislationreviewer.independent.gov.uk/wp-content/u...,0,0,0
at://did:plc:yow3ni6hanedjubexs6imfg4/app.bsky.feed.post/3lfc7xqwsfr2p,did:plc:yow3ni6hanedjubexs6imfg4,United Nations Special Envoy for Syria Geir O Pedersen Briefing to the Security Council (8 January 2025) #Refugees,0,0,0
at://did:plc:bpxefdnt3jtmxdgsqk2rterz/app.bsky.feed.post/3lfc7x7z7dc2c,did:plc:bpxefdnt3jtmxdgsqk2rterz,"When Transnistria fails it will be the single largest setback to Putin so far during the war, even bigger than Syria.
It is his firm toehold into South Central Europe, and a permanent block of EU expansion in the region.
With Transnistria gone, good things will come!
1/2",2,4,16
at://did:plc:owlioq32vg5bqxv2j6gz32ak/app.bsky.feed.post/3lfc7wtfu422y,did:plc:owlioq32vg5bqxv2j6gz32ak,"Turkish Foreign Minister Hakan Fidan said on January 7 that
Turkey & Turkish-backed Syrian National Army (SNA) are preparing an offensive into US-backed Syrian Democratic Forces (SDF)-controlled territory in Syria against the Kurdish YPG in Syria.

www.understandingwar.org/backgrounder...",1,0,0
at://did:plc:bnjcnxmsvqirxibjzveimeea/app.bsky.feed.post/3lfc7s433e22g,did:plc:bnjcnxmsvqirxibjzveimeea,"Almost half of people born in Syria have left. Where have they gone?

ourworldindata.org/data-insight...",0,4,5
at://did:plc:763ol76nichmx2jeatobsflu/app.bsky.feed.post/3lfc7oobbkg2c,did:plc:763ol76nichmx2jeatobsflu,"🔵  CLASHES BETWEEN PRO-TURKEY AND KURDISH FORCES IN SYRIA LEAVE 37 DEAD, AFP REPORTS

Full Story → https://m.piqsuite.com/reuters/clashes-between-pro-turkey-and-kurdish-forces-in-syria-leave-37-dead-afp-reports-2025-01-09-08-03-09",0,0,0
at://did:plc:2k6avu5mrlxqqwsfceza2g3w/app.bsky.feed.post/3lfc7nxrrae2r,did:plc:2k6avu5mrlxqqwsfceza2g3w,"After four decades in exile, I want to rejoice at Assad's fall. But I fear the strongmen of the new Syria | Opinion
via Haaretz",0,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lfc7kkstwm2y,did:plc:4hm6gb7dzobynqrpypif3dck,"@IranIntl_En: #Breaking: 37 people were killed in clashes between pro-Turkey and Kurdish forces in Syria, AFP reported Thursday.",0,0,0
at://did:plc:mbnsiz6rsjeqc5jvh2rvnyxx/app.bsky.feed.post/3lfc7jlrtu622,did:plc:mbnsiz6rsjeqc5jvh2rvnyxx,"Artwork by @Marcnelsonart
#Syria 🏴
——
More: mtag.info/gal2hash
#MilkTeaAlliance
Link: twitter.com/2424594438/status/1871211078060749079",0,1,1
at://did:plc:uzqm7wpvzprr3zew3f2p7ua5/app.bsky.feed.post/3lfc7hwxo6c24,did:plc:uzqm7wpvzprr3zew3f2p7ua5,"Watch as the American government abandons its citizens suffering from natural disasters to support mass killings in Gaza and Syria.

Just as the American government abandoned its people during Katrina to kill Iraqi kids in the Iraq War.",5,5,40
at://did:plc:ga7gbpwpjzkntbx3glxmxw4w/app.bsky.feed.post/3lfc7hdtwy22o,did:plc:ga7gbpwpjzkntbx3glxmxw4w,"
Four Russian transport erector launchers [TELs] await redeployment from Syria, with the most likely scenario being their deployment on the Ukrainian front, although some analyses do not rule out the possibility of them being used in Libya.

bulgarianmilitary.com/2025/01/09/f...",1,3,9
at://did:plc:agiex7zg5lulytsxulmalrgz/app.bsky.feed.post/3lfc7emlbqk2a,did:plc:agiex7zg5lulytsxulmalrgz,"Iran Was ‘Defeated Very Badly’ in Syria, a Top General Admits by farnaz fassihi www.nytimes.com/2025/01/08/w...",0,4,21
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lfc7deq6jp2d,did:plc:4hm6gb7dzobynqrpypif3dck,"@AFP: #BREAKING 37 killed in Syria clashes between pro-Turkey, Kurdish forces, says monitor https://t.co/OWuRodCd4l",0,0,0
at://did:plc:5oxnjt7sug5pczkrgviuzyms/app.bsky.feed.post/3lfc7aa5v7p2a,did:plc:5oxnjt7sug5pczkrgviuzyms,"
🌐 UK channel crossings surge by 25% in 2024

#Syria 

https://www.dw.com/en/uk-channel-crossings-surge-by-25-in-2024/a-71199179?maca=en-rss-en-all-1573-rdf",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc77wdad22n,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

The Palace hate Jews. Takes orders from No 10 and Biden.",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc73djtw22n,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

Jew's were kept in death camp's. The old handicapped Jewish lady upstairs also. 2 or 3 walks blocked by the Nazis every day. Some 600 and counting. The Nazis.",1,0,0
at://did:plc:syfp4fi6s6oijh7be6qfjhfv/app.bsky.feed.post/3lfc6zudkss2j,did:plc:syfp4fi6s6oijh7be6qfjhfv,"What if russia loses the criminal war it started?

The moscow-centered terrorist organization will call it a win. In fact, the kremlin has already declared victory in Syria after a humiliating defeat.

This is my best effort to explain why russia lies ALL THE TIME ⤵️",4,17,71
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc6htcgzk2u,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

Working for the White House, PM,  King and Country.",0,0,0
at://did:plc:eod6akf6gqpzwsppijhziiuy/app.bsky.feed.post/3lfc6fmrfgs2y,did:plc:eod6akf6gqpzwsppijhziiuy,"""In 2016, despite wars in Syria, Ukraine and several other hot spots, fewer people died from human violence than from obesity, car accidents, or suicide. This may well have been the greatest political and moral achievement of our times.""

-Yuval Harari 21 lessons 
#booksky",0,0,1
at://did:plc:rgrfve4am3otlh62rfq2wogz/app.bsky.feed.post/3lfc6fkeu7s2m,did:plc:rgrfve4am3otlh62rfq2wogz,"I okt. 2019 reagerte Emmanuel Macron sterkt på Tyrkias flyangrep mot kurdiske YPG-ledede Syrian Democratic Forces (SDF) som er USAs allierte i kampen mot Islamsk stat (IS).

I jan. 2025 bekrefter Macron støtten til SDF og tar til orde for politisk stabilitet i Syria
hawarnews.com/en/frances-m...",0,0,0
at://did:plc:urlebyphyah2bpuuq6wjtjmb/app.bsky.feed.post/3lfc6esqi4k2l,did:plc:urlebyphyah2bpuuq6wjtjmb,"Youtuber Joe Hattab takes us on a remarkable journey through Syria in his latest visit, showcasing its breathtaking nature, the warmth of its people,and its rich heritage that’s full of life. A trip filled with inspiration and humanity, reminding us of the beauty of the Middle East #JoeHattab #Syria",0,0,1
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc6edv3a22u,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

The late minister to the left, a criminal, faked evidence and Court transcript. Paid the Judge and some Officers and a citizen. Deleted video surveillance tapes. Tbc",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc67b3qyc2u,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

Translates have faked translation giving answer's during test's. Use AI you stupid UNI educated fucks.",0,0,0
at://did:plc:34l43qmf3gwmdgogpqp3xsoz/app.bsky.feed.post/3lfc64vpfoc2l,did:plc:34l43qmf3gwmdgogpqp3xsoz,"... US biological weapons labs in Ukraine and alleged Western chemical weapons use in Syria.
 
The reality was different, however. Kirillov, head of Russia's chemical and biological defence troops, had been sanctioned by the US and UK for his role in deploying chemical weapons against ...",1,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lfc64ph5pi2a,did:plc:4hm6gb7dzobynqrpypif3dck,"@trtworld: Turkish Defence Ministry: 

- We're determined to continue cross-border operations in Syria, while respecting its territorial integrity, if terror groups do not lay down their arms
- PKK/YPG/SDF's use of civilians as human shields in Tishrin Dam region constitutes a violation of human rig",0,0,1
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc637hfw22u,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

The late minister to the left faked papers in a Court Case against the Family. Ordered by Secretary of State. Mr Soeren Pind. Attacked our dog in the swamp. Nazi.",2,0,0
at://did:plc:wdeppxzul2i66l7lkk2dlsjg/app.bsky.feed.post/3lfc5btrro22b,did:plc:wdeppxzul2i66l7lkk2dlsjg,"⬇️ To nie jest Syria ani Gaza. To Kalifornia - ekskluzywna dzielnica Los Angeles: Pacific Palisades.

Sześć dużych pożarów pustoszy okolice Los Angeles. Zginęło już 5 osób, a 137 tysięcy musiało uciekać z domów.
#LosAngelesFire",0,0,1
at://did:plc:oeyotmbmtd7izdp6moqskzw6/app.bsky.feed.post/3lfc55uss222p,did:plc:oeyotmbmtd7izdp6moqskzw6,"A f@cked clock, or even an alleged actual fascist like Gorka, can be right twice a day: 

UK should take back Isis members in Syria, says Trump’s terror chief

www.thetimes.com/article/a65b...",1,0,1
at://did:plc:46r5bgsfgf7cu7ped4jekbxn/app.bsky.feed.post/3lfc4zwrqgc2f,did:plc:46r5bgsfgf7cu7ped4jekbxn,"Syria, Naval activity by Syrian rebels",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc4wmhcik2p,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

The late minister to the left, a criminal faked paper, worked for El Dulce Secretary of State is criticising Mr Egede, PM, mentioning old and new crimes showing every day.",0,0,0
at://did:plc:wckkixabqyxfeb2dlcb2ylza/app.bsky.feed.post/3lfc4r7zswc2j,did:plc:wckkixabqyxfeb2dlcb2ylza,is there anyone good looking enough to take out themz that should be recuse-n? asking for syria.,0,0,9
at://did:plc:2mesi6dpup2tqugb6itn574c/app.bsky.feed.post/3lfc5yxgbmjq2,did:plc:2mesi6dpup2tqugb6itn574c,"Iran, Iraq share common concerns about Syria: Pezeshkian Tehran: Iran’s President Masoud Pezesh...

https://www.siasat.com/iran-iraq-share-common-concerns-about-syria-pezeshkian-3162036/

#Middle #East #Baghdad #Iraq #Islamic #Republic #of #Iran #Syria #Tehran

Event Attributes",0,0,0
at://did:plc:dtg2oeh4jj3lmbcxyxl6nm34/app.bsky.feed.post/3lfc4lj7spm2n,did:plc:dtg2oeh4jj3lmbcxyxl6nm34,"The first international commercial flight since the fall of longtime dictator Bashar Assad landed Tuesday as Syria&#039;s main airport in the capital,...",0,0,1
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc4jfbtds2p,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

Danish soldier jailed for child rapes in a military car. In 1975/76 we had observation cars around. To kill time soldiers opened a drive to sex with a soldier. Both sex.",1,0,0
at://did:plc:bfif7st7ejcyyfpckteyjg7e/app.bsky.feed.post/3lfc4dtu3ts24,did:plc:bfif7st7ejcyyfpckteyjg7e,"Video shows neighborhoods that look like they could be in Gaza! Hollywood Hills is now being evacuated. This is an area that has very little sympathy for Gaza, Lebanon & Syria and they sure won't wake up to understand how similar their grief and losses are to them.",0,0,0
at://did:plc:2k6avu5mrlxqqwsfceza2g3w/app.bsky.feed.post/3lfc4cezsje2c,did:plc:2k6avu5mrlxqqwsfceza2g3w,"“We have received a big blow,” Iranian General admits Irene’s fall in Syria
via Sky News Arabia
(machine translated)",0,0,0
at://did:plc:7ojweobfii3t3rx3nqhrhtyr/app.bsky.feed.post/3lfc3pxd2bk2b,did:plc:7ojweobfii3t3rx3nqhrhtyr,"On air in 10 mins w France 24 English to analyze today's US-#EU-#Italy meetings in Rome on #Syria and #Ukraine 

www.youtube.com/watch?v=Ap-U...",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc3pfgqsc2q,did:plc:47pef25n27xbumca5fdliojm,"#Ukraine #PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

Parliament is discriminating Ukraine citizens to obtain a trucker license. No enterpitor allowed. Costing DSV and more millions of dollars.",1,0,0
at://did:plc:l46etiac2lrjv6nrfgawexqp/app.bsky.feed.post/3lfc3fzftck24,did:plc:l46etiac2lrjv6nrfgawexqp,"Hey, I'll give you that the Kahanist and settler movement are awful and do not help the peace process. There are certainly those who want to expand settlements. It's a terrible idea.  
The expansionist discussion earlier was about Lebanon & Syria. Israel has no designs there.",5,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc3fa2s6k2q,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

Blocking light on stairs. The lady on first couldn't get down. Crown mechanic light attacks onthe Jewish lady 10 to 18 times every 24 hours. And the Mrs. Holocaust Nazis.",0,0,0
at://did:plc:oxeqlygwszkwo36fnv43m4mu/app.bsky.feed.post/3lfc3bvibhk2d,did:plc:oxeqlygwszkwo36fnv43m4mu,"I don't know when the revolution will happen, but I can guarantee you this: what happened in Syria will ALSO happen here.",0,0,1
at://did:plc:mgagb3hr5hbveh5atp3b66dg/app.bsky.feed.post/3lfc33mj6k22t,did:plc:mgagb3hr5hbveh5atp3b66dg,"Follow @nlall.bsky.social Thanks* On x @usatrumpall  Follow Trump *   #syria #trump #iran #war #biden #goverment #usa
www.youtube.com/watch?v=ajdx...
(For you)  Manny More daily new videos scroll down playlist link.",0,0,1
at://did:plc:e7il3yc3tzgeg735hehbm3c7/app.bsky.feed.post/3lfc335mjmc2z,did:plc:e7il3yc3tzgeg735hehbm3c7,"Saudi Prince, Syria Assad,Turkey Erdogan, Russia Putin, China's Xi,Iran, ....now oil laughed.",0,0,0
at://did:plc:yiujyzsewo25h5bnzm3beogo/app.bsky.feed.post/3lfc2kfta722y,did:plc:yiujyzsewo25h5bnzm3beogo,"Via @euractiv.com
Spain, like #Syria shows #WeThePeople that #democracy should never rest, as #fascism is always lurking in the shadows, can take over for decades if not watched out for.🙏
@aoc.bsky.social
@youranona.bsky.social
@democracydocket.com
@tribelaw.bsky.social
@meidastouch.com
@reuters.com",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfc2i5h7vc2i,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Netherlands #Thailand

Crown mechanic light attacks onthe Jewish lady 10 to 18 times every 24 hours. And the Mrs. Holocaust Nazis. As in 1938/45",0,0,0
at://did:plc:bdndsi7pfpptjhbz2v5n377o/app.bsky.feed.post/3lfc2i4azac2u,did:plc:bdndsi7pfpptjhbz2v5n377o,"Blkcat6 completing an extensive look at all of Israel, Lebanon, and Syria.",1,0,1
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lfc2h3pyxy2q,did:plc:4hm6gb7dzobynqrpypif3dck,"@TRTWorldNow: UN Security Council convenes to discuss Syria sanctions, with Emergency Relief Coordinator Thomas Fletcher calling for urgent aid to address severe food insecurity affecting 13M people https://t.co/UvSY0qaOPJ",1,0,0
at://did:plc:vxdf4e7c6mq2b4lnt4sdqiab/app.bsky.feed.post/3lfc2bu77ss2w,did:plc:vxdf4e7c6mq2b4lnt4sdqiab,"They can’t blur passports and travel documents

Australian-Israelis who have travelled to Israel and joined the IDF need to be questioned very closely

Just as Australian Muslims fighting in Syria were",0,0,2
at://did:plc:l3cpjedkirdkpvedyxsj2afv/app.bsky.feed.post/3lfbzzl3t2s2b,did:plc:l3cpjedkirdkpvedyxsj2afv,"🇮🇷 🇷🇺 A top Iranian general has accused #Russia of lying to Tehran by saying its jets were attacking Syrian rebels while they were instead bombing the open desert, Business Insider reports.

www.aol.com/top-iranian-...

#iran #syria",0,2,5
at://did:plc:3pllh7xlxwsfb7mztxe33ill/app.bsky.feed.post/3lfbzxquov427,did:plc:3pllh7xlxwsfb7mztxe33ill,ISIS attack reported in Deir Ezzor #Syria #OSINT #GEOINT,0,0,0
at://did:plc:5kdurqmpdiybskhfhu2tqns7/app.bsky.feed.post/3lfbzouerqs2n,did:plc:5kdurqmpdiybskhfhu2tqns7,"The evident warmth in the relationship between Trump and Erdogan is a development Israel cannot afford to dismiss. Turkey's increasing presence in Syria, particularly as a replacement for Iranian influence, constitutes a real threat to Israeli security. ...",2,0,0
at://did:plc:t4qjao6o2xfwavfc5ewwvosg/app.bsky.feed.post/3lfbzdnmph22g,did:plc:t4qjao6o2xfwavfc5ewwvosg,I hope Ukraine deploys 80% or so of their naval drones to Syria to go hunting for Russian Nazi ships to sink,0,0,0
at://did:plc:e6ipthdg7rhuw7iwyqv76p3r/app.bsky.feed.post/3lfbyvpvgnc2s,did:plc:e6ipthdg7rhuw7iwyqv76p3r,Under Pres Assad's era Syria defeated the Daesh terrorists in 2019 that had spread into the country from neighbouring Iraq and in which many Jihadi Takfiris from the West and other Muslim countries came to fight.,1,0,0
at://did:plc:k5lurhxaomhbazpk3msuabkd/app.bsky.feed.post/3lfbyugq2fc2d,did:plc:k5lurhxaomhbazpk3msuabkd,I can’t believe Arab liberals would rather make some connection with the new leader of Syria than a collection of Twitter people who think he should check his privilege or whatever. Like yes I do find his gender stuff to be weird but unless he mandates it as policy no one should care.,0,0,4
at://did:plc:trdfsm22tzy5w4ue7l5pqfyt/app.bsky.feed.post/3lfbyt4tixv26,did:plc:trdfsm22tzy5w4ue7l5pqfyt,"Der Iran wurde in Syrien „sehr schwer besiegt“, gibt ein hochrangiger General zu

https://www.bytesde.com/711022/

Der Iran wurde in Syrien „sehr schwer besiegt“, gibt ein hochrangiger General zu https://www.nytimes.com/2025/01/08/world/middleeast/iran-general-syria-defeat.html",0,0,0
at://did:plc:csgsk7fjo2ukb67geob5cb6g/app.bsky.feed.post/3lfbyqjyltc2h,did:plc:csgsk7fjo2ukb67geob5cb6g,anfenglishmobile.com/rojava-syria...,0,0,0
at://did:plc:ckgbqxlb3yqzxjzl5jtjg5um/app.bsky.feed.post/3lfbyfidzx22l,did:plc:ckgbqxlb3yqzxjzl5jtjg5um,"Seems like a trade. Russia gives Syria for a chunk of Ukraine, which Trump probably will deliver.",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lfbye2fu2c2s,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria #Bluesky #Malaysia #Greenland #Thailand

Crown mechanic light attacks onthe Jewish lady 10 to 18 times every 24 hours. And the Mrs. Holocaust Nazis. As in 1938/45",0,0,0
at://did:plc:kb5mcdurh5x7ub43xuzpomuv/app.bsky.feed.post/3lfbycbzxgs2f,did:plc:kb5mcdurh5x7ub43xuzpomuv,"During his presidency, the Fat Fascist escalated drone strikes in Africa, supported Saudi actions in Yemen, ordered Syria airstrikes, killed Iran's Soleimani, dropped the MOAB in Afghanistan, and allowed Turkey’s attack on Kurds. He signed a U.S.-Taliban withdrawal deal. 1/2",1,0,0
at://did:plc:3pllh7xlxwsfb7mztxe33ill/app.bsky.feed.post/3lfbyc4bbrr2i,did:plc:3pllh7xlxwsfb7mztxe33ill,Turkish forces open fire in Al-Hasakah #Syria #OSINT #GEOINT,0,0,0
at://did:plc:f6vzq5ful3a3x2mq4hc5qkvi/app.bsky.feed.post/3lfbyaeah622y,did:plc:f6vzq5ful3a3x2mq4hc5qkvi,"Donald Trump has shared inflammatory video content calling Benjamin Netanyahu a “deep, dark son of a bitch” just weeks after the Israeli leader claimed the two had a “very friendly, warm” discussion about hostage negotiations and Syria policy.

www.theguardian.com/us-news/2025...",2,6,12
at://did:plc:vxdf4e7c6mq2b4lnt4sdqiab/app.bsky.feed.post/3lfbxzv55wc22,did:plc:vxdf4e7c6mq2b4lnt4sdqiab,"Exactly

They would have already found them if they had been Muslims going to fight in Syria etc",0,0,2
at://did:plc:mgagb3hr5hbveh5atp3b66dg/app.bsky.feed.post/3lfbxtj4prc2t,did:plc:mgagb3hr5hbveh5atp3b66dg,"Follow @nlall.bsky.social Thanks* On x @usatrumpall  Follow Trump *   #syria #trump #iran #war #biden #goverment #usa
www.youtube.com/watch?v=lNCC...
(For you)  Manny More daily new videos scroll down playlist link.",0,0,1
at://did:plc:mbtkba4d5mjv3zbiwznteprn/app.bsky.feed.post/3lfbxpzzvuc2v,did:plc:mbtkba4d5mjv3zbiwznteprn,"FYI, on Iran in Syria

www.nytimes.com/2025/01/08/w...",0,1,4
at://did:plc:5zww7zorx2ajw7hqrhuix3ba/app.bsky.feed.post/3lfbxnserad2c,did:plc:5zww7zorx2ajw7hqrhuix3ba,"Iran Top General Said Russia Bombed Empty Desert Instead of Syrian Rebels

https://www.byteseu.com/635330/

Behrouz Esbati, an Iranian general, partially blamed Russia for the fall of Bashar Assad in Syria. In a speech in Tehran, Esbati accused Russia of bombing an empty desert instead of hitting …",0,0,1
at://did:plc:mgagb3hr5hbveh5atp3b66dg/app.bsky.feed.post/3lfbxmgntes2t,did:plc:mgagb3hr5hbveh5atp3b66dg,"Follow @nlall.bsky.social Thanks* On x @usatrumpall  Follow Trump *   #syria #trump #iran #war #biden #goverment #usa
www.youtube.com/watch?v=uCrp...
(For you)  Manny More daily new videos scroll down playlist link.",0,0,1
at://did:plc:pnu7ldek5ldu3jhsub7afgfi/app.bsky.feed.post/3lfbxeshvle2l,did:plc:pnu7ldek5ldu3jhsub7afgfi,"“I don’t consider losing Syria something to be proud of,” said General Esbati according to an audio recording of his speech published by Geneva-based Abdi Media. “We were defeated, and defeated very badly, we took a very big blow and it’s been very difficult.” 🇮🇷🇸🇾🇮🇱 www.nytimes.com/2025/01/08/w...",0,1,1
at://did:plc:s7gdienctl373zi2npsodyin/app.bsky.feed.post/3lfc2j4jjbk23,did:plc:s7gdienctl373zi2npsodyin,"RIP #israel #usa #russia #egypt #palestine #lebanon #syria #ukraine #california #SUDAN #Rwanda #kenya #uganda #Burundi #Tanzania #floods #fire #famine 
www.aljazeera.com/news/longfor...",1,0,0
at://did:plc:mgagb3hr5hbveh5atp3b66dg/app.bsky.feed.post/3lfbx6siasc2t,did:plc:mgagb3hr5hbveh5atp3b66dg,"Follow @nlall.bsky.social Thanks* On x @usatrumpall  Follow Trump *   #syria #trump #iran #war #biden #goverment #usa
www.youtube.com/watch?v=uhHZ...
(For you)  Manny More daily new videos scroll down playlist link.",0,0,1
at://did:plc:y2dbjndavcz77bdazvlbuh6p/app.bsky.feed.post/3lfbx5yqlqn2n,did:plc:y2dbjndavcz77bdazvlbuh6p,"UN officials are sounding the alarm as humanitarian crises escalate in Syria and Gaza, with millions facing dire conditions and urgent aid desperately needed. 

Read the full story

#CitizenPortal #SyriaHumanitarian #InternationalCooperation #CrisisResponse #HumanRights",0,0,0
at://did:plc:dxus576d5gxwiow3c7zyri7e/app.bsky.feed.post/3lfbwqmfx3226,did:plc:dxus576d5gxwiow3c7zyri7e,"Let me see if I’ve got this right…you intend to withdraw support for Ukraine, UN peacekeeping missions, Syria, Taiwan etc…so you can invade Canada and Denmark?",0,0,1
at://did:plc:3pllh7xlxwsfb7mztxe33ill/app.bsky.feed.post/3lfbwmi5daz2w,did:plc:3pllh7xlxwsfb7mztxe33ill,Turkish drone hits a communication tower in Kobane #Syria #OSINT #GEOINT,0,0,0
at://did:plc:ot3duzcqqlyvwx5kvn5jnbns/app.bsky.feed.post/3lfbwkswu7s2c,did:plc:ot3duzcqqlyvwx5kvn5jnbns,"Max Blumenthal joined by Patrick Henningsen to discuss Elon Musk's megalomaniacal meltdown and CIA-fraudsters who handled the alleged cybertruck bomber's manifesto. Aaron Mate joins to cover the latest developments out of Syria, Ukraine and occupied Palestine.
www.youtube.com/watch?v=jtdq...",0,1,2
at://did:plc:mqmgctoj56qkrznleyeuubn6/app.bsky.feed.post/3lfbwi3fi5d2c,did:plc:mqmgctoj56qkrznleyeuubn6,Syria: Challenges facing Ahmad al-Shara as he Strives for Legitimacy both Inside and Outside the Country,0,4,2
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lfbwgmzw7c2a,did:plc:4hm6gb7dzobynqrpypif3dck,"@IrnaEnglish: UNSC holds meeting to assess situation in Syria
 https://t.co/q1qsKDZ0fe",0,0,1
at://did:plc:s7gdienctl373zi2npsodyin/app.bsky.feed.post/3lfbzjquoyk23,did:plc:s7gdienctl373zi2npsodyin,"This Troll hurt my feelings. 
It calls everyone a BOT and refuses to condemn the DEATH of babies and children in hospitals and schools in #Palestine #Syria #Lebanon #USA #Canada

bsky.app/profile/comm... #israel paedophiles hate #Palestine #Syria #Lebanon #USA #Canada",1,0,0
at://did:plc:qc7676exekpbn7b4furfrlxk/app.bsky.feed.post/3lfbw4ckkwc2y,did:plc:qc7676exekpbn7b4furfrlxk,"The Operation Olive Branch tiktok drama which I learned about earlier today just got messier for me: I wanted to see if anyone on YouTube was covering it but my search gave me a very different result. OOB was the name of Turkey's 2018 operation in Syria, which was not pretty. Odd name to choose.",1,0,0
at://did:plc:tqfcjrkpfzvebgwtliaprrje/app.bsky.feed.post/3lfbw3jmjss22,did:plc:tqfcjrkpfzvebgwtliaprrje,"I found y'all some absolute Nazi shit if you've got the time to report it
bsky.app/profile/cirn...",4,2,8
at://did:plc:ythsq2yvtewp3pggmfel2e5o/app.bsky.feed.post/3lfbvz4vz7a2b,did:plc:ythsq2yvtewp3pggmfel2e5o,Should EU Member States freeze Syrian asylum applications?: What does the fall of the Assad regime mean for EU Member States and their asylum policies? #AsylumSeekers #RefugeeCrisis #Syria,0,0,0
at://did:plc:5ybwmeda66roeqphrmdsia5j/app.bsky.feed.post/3lfbvo5i7ns2f,did:plc:5ybwmeda66roeqphrmdsia5j,"He discusses the pretext for the #Iraq invasion and the US’s attempt to justify a “phony war"". Sachs attributes the origin to Netanyahu, asserting that since 1995, Netanyahu has promoted a strategy of toppling governments supporting Resistance groups, targeting Iraq, Syria, and Iran.",1,0,0
