post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:2t5quu2ddsfr54j5u6wf7via/app.bsky.feed.post/3lcf2t6pw4c2m,did:plc:2t5quu2ddsfr54j5u6wf7via,"Hilarious opinion.He’s to blame but not Trump apologists on the far left, or perhaps grifting right wingers posing as Libertarians such as you? Are you a Jill Stein voter? So many white folk looking for reasons why the couldn’t vote for a competent black woman but could vote for Trump with all his….",1,0,0
at://did:plc:44qqtm37lrais6xurzzky4lo/app.bsky.feed.post/3lcezyhrq722d,did:plc:44qqtm37lrais6xurzzky4lo,"Ah, yes. The Jill Stein option. Or don't vote. F*ck. You're a genius.",2,0,0
at://did:plc:bjgso3nzkp2rqxso4xfwdofl/app.bsky.feed.post/3lcezrbspw22n,did:plc:bjgso3nzkp2rqxso4xfwdofl,Jill Stein not be the dead-endest of dead end candidates challenge: impossible,0,0,1
at://did:plc:dphctv33vlzrzsy576vc5h5f/app.bsky.feed.post/3lcez47rd7k2b,did:plc:dphctv33vlzrzsy576vc5h5f,You voted for Trump when you voted for Jill Stein 🙄,1,0,0
at://did:plc:eprsjaayjqjylp65lpz2zl7x/app.bsky.feed.post/3lceyorcr3c27,did:plc:eprsjaayjqjylp65lpz2zl7x,Your Jill Stein logic is astounding.  You stand on some bizarre principle which doesn't do anything in the end.,2,0,0
at://did:plc:eprsjaayjqjylp65lpz2zl7x/app.bsky.feed.post/3lceykslemk27,did:plc:eprsjaayjqjylp65lpz2zl7x,"Yeah, especially the Jill Stein crowd...",0,0,0
at://did:plc:duhvoa756ez24vmvcaxcwx32/app.bsky.feed.post/3lceyc5htus25,did:plc:duhvoa756ez24vmvcaxcwx32,"You mean not bothering to vote for Jill Stein, I presume.",2,0,0
at://did:plc:arj3jr5gmnihrhjo7cnrmmch/app.bsky.feed.post/3lceyc2k2vk2d,did:plc:arj3jr5gmnihrhjo7cnrmmch,Jill Stein tho,0,0,4
at://did:plc:w64m4b5v3nxwt4s2do43weyf/app.bsky.feed.post/3lcexiw6xjs2s,did:plc:w64m4b5v3nxwt4s2do43weyf,"Russia has almost no actual influence in US politics.
You know who ACTUALLY buys our government?
Corporations & Israel.
ALL of that AIPAC bribe money goes to DNC & RNC (in that order), while $0 goes to Greens like Dr Jill Stein.",2,0,0
at://did:plc:m22te3jv6e6i42eeegnnvjbu/app.bsky.feed.post/3lcewxozny224,did:plc:m22te3jv6e6i42eeegnnvjbu,"She sponsored & endorsed an ad lying about Jill Stein, a progressive candidate not bought by AIPAC. And Democrats are still somehow surprised she lost while blaming black people, brown people, and anyone but their own party.",0,0,0
at://did:plc:ifxcdbf4ofgr4vq5uwf4j47s/app.bsky.feed.post/3lcewfahsjs2t,did:plc:ifxcdbf4ofgr4vq5uwf4j47s,"If you are a liberal and believe kamala lost because of 

A. Jill stein
B. Those mean anti genocide protesters 
C. Some weird brain rotten conspiracy theory that is indistinguishable from Qanon
Or D. All of the above. Please die. You are in the fucking way.",0,0,3
at://did:plc:hvoxnskflrbdob734acfa7gr/app.bsky.feed.post/3lcevau3dbt27,did:plc:hvoxnskflrbdob734acfa7gr,"Jill Stein is a grifter who is on the payroll of russia

Why would you even want her on a ballot, she doesn’t care about any the causes she claims and disappears for 4 yrs just to return come election time

0 action

100% grift",4,0,0
at://did:plc:b6znjm6rmpricar5hgcd4zqa/app.bsky.feed.post/3lcev6mkxzs2s,did:plc:b6znjm6rmpricar5hgcd4zqa,"You voted for Jill Stein, didn't you?",1,0,2
at://did:plc:a736mjejkq6ee43l2mt5nkgl/app.bsky.feed.post/3lcev3btsus2y,did:plc:a736mjejkq6ee43l2mt5nkgl,"Sssoooo.....are we talking about the fact that Trump literally threatened to bomb Gaza worse than anywhere in America's long and storied history? Yeeaahhh, voting for him and Jill Stein really worked, didn't it? Protesting Kamala Harris really did the trick, huh? Oh well, get what you asked for ig",3,0,1
at://did:plc:cy6x44nq5sxngxkagshqn5ok/app.bsky.feed.post/3lceuxk4s422o,did:plc:cy6x44nq5sxngxkagshqn5ok,"I'm special since I'm multi-colored since my color lies somewhere between blue and green, depending on my mood. I didn't vote Jill Stein though, she doesn't represent the Green Party very well and betrayed it. I voted Kamala and We're not going back!",0,0,2
at://did:plc:hn7gatuzmwodjtfb4dfj7ek6/app.bsky.feed.post/3lceuruxr7s2y,did:plc:hn7gatuzmwodjtfb4dfj7ek6,How's Jill Stein working out for ya?,1,0,0
at://did:plc:2bwpuvajjzvulpy7opxnzuw6/app.bsky.feed.post/3lceuovv2z22i,did:plc:2bwpuvajjzvulpy7opxnzuw6,"They voted for Jill Stein, stayed home or encouraged others to do so. Tankies are pro-putin shitbags if anyone needs another reason to hate them.",0,0,0
at://did:plc:gstx6vax45hyx4yrksjspnuk/app.bsky.feed.post/3lceujsbpr22h,did:plc:gstx6vax45hyx4yrksjspnuk,"Tankies are authoritarian communists, just to be clear.

They did not vote for Jill Stein and they are a minority group within the broader but still small group that is American communists.

They weren't influencing jack shit.",2,0,2
at://did:plc:mx7feuyw4klk3umqdp6tzcdu/app.bsky.feed.post/3lceub2hcqk23,did:plc:mx7feuyw4klk3umqdp6tzcdu,"Choices have consequences. They voted against Harris. Dems always getting blamed for what other people say and do. 
CAIR Exit Poll of Muslim Voters Reveals Surge in Support for Jill Stein and Donald Trump, Steep Decline for Harris! 
www.cair.com/press_releas...",0,0,0
at://did:plc:ga2xudns6mbmy44i45gmuslr/app.bsky.feed.post/3lcetplddrk2d,did:plc:ga2xudns6mbmy44i45gmuslr,And I’m sure Jill Stein is on the front lines in Gaza at this very moment.,3,0,14
at://did:plc:wgc2fnlolbqxktsmmppjsegh/app.bsky.feed.post/3lcetpidoas2x,did:plc:wgc2fnlolbqxktsmmppjsegh,Let me google & see what Jill Stein is up to,5,2,5
at://did:plc:ljelmclqlbbd3hnk566yy4ie/app.bsky.feed.post/3lcetobvh2s2s,did:plc:ljelmclqlbbd3hnk566yy4ie,"And Jill Stein.....

So they had a choice & instead moved from a proven zi0nist to a wannabe one who's a liar & a convicted felon to boot.....",1,0,0
at://did:plc:jwtkczzfjnblyemovorwxqci/app.bsky.feed.post/3lcetlpfjjk2x,did:plc:jwtkczzfjnblyemovorwxqci,This was out there since March. Kushner has plans for Gaza beachfront properties. I posted it countless times on Jill Stein threads www.theguardian.com/us-news/2024...,1,7,17
at://did:plc:zvdmcy2ghq6t4u6czxedqhps/app.bsky.feed.post/3lcerw2czgs2k,did:plc:zvdmcy2ghq6t4u6czxedqhps,Any comment from Jill stein?,0,0,0
at://did:plc:6zci6ajwz5tzx2v3ulfdjyhl/app.bsky.feed.post/3lcerrswxhk25,did:plc:6zci6ajwz5tzx2v3ulfdjyhl,Jill Stein pulled a fast on them and they never saw it coming. Disgraceful. Karma......,1,0,5
at://did:plc:5ghgw2j26asogngztneru4uu/app.bsky.feed.post/3lceroucjck2w,did:plc:5ghgw2j26asogngztneru4uu,"I have not harassed anyone.

I have disagreed with Phoebe because she said Americans should vote for Jill Stein.

It had nothing to do with her being trans at all.

Please look at my timeline for any transphobia. I'll apologize for any you find. 

The reality is that I'm not a transphobe in any way.",1,0,0
at://did:plc:gweqotdoxzzbiwlge4bd7637/app.bsky.feed.post/3lcer2mxs7k2t,did:plc:gweqotdoxzzbiwlge4bd7637,"Thank the socalled ""progressives"" and the ones who voted for Jill Stein and Georgie Clooney",1,0,0
at://did:plc:57bb3tg5ixv34ox7n4xh6bzz/app.bsky.feed.post/3lceppdphes2j,did:plc:57bb3tg5ixv34ox7n4xh6bzz,Just like the caravans and Jill Stein *poof* after elections. Predictable shenanigans 🙄,0,0,4
at://did:plc:diyn5dabgrlrnh3gkvgchtiq/app.bsky.feed.post/3lcepbxqsuc2q,did:plc:diyn5dabgrlrnh3gkvgchtiq,"He got a plurality of the popular vote, not a majority.  Jill Stein denied him a majority just as she denied Hillary the White House.  Kennedy helped as well.",0,0,0
at://did:plc:paazyucujdsywdxl6hgxpykw/app.bsky.feed.post/3lcep47yhxk2i,did:plc:paazyucujdsywdxl6hgxpykw,Ahhh…you mean like Jill Stein doesn’t do  every 4 years?,0,0,0
at://did:plc:rijhaa5tckanrs524gfg3lf4/app.bsky.feed.post/3lceozmz6ac2s,did:plc:rijhaa5tckanrs524gfg3lf4,Harris did not lose the election because Jill stein voters wield too much social media cred. In most platforms they are suppressed and isolated from contact with everyone else unless you go looking for them.,1,0,8
at://did:plc:hn7gatuzmwodjtfb4dfj7ek6/app.bsky.feed.post/3lceo5tz5d22u,did:plc:hn7gatuzmwodjtfb4dfj7ek6,Go ask Jill Stein for help.,0,0,0
at://did:plc:2ge3mny5mdjpmo3ukdsknpoa/app.bsky.feed.post/3lceo4z6los23,did:plc:2ge3mny5mdjpmo3ukdsknpoa,"Guess Who Came to Dinner With Michael Flynn and Vladimir Putin? ""Jill Stein""
www.nbcnews.com/news/world/g...",0,0,0
at://did:plc:s6pnlp5jl2stwcludcccdlpa/app.bsky.feed.post/3lcenqjvlgk2a,did:plc:s6pnlp5jl2stwcludcccdlpa,"Also, maybe re read the original post, it’s talking about America, not Bluesky, but makes sense why your first instinct was to defend your vote for Jill Stein.",1,0,1
at://did:plc:2bwpuvajjzvulpy7opxnzuw6/app.bsky.feed.post/3lceno4q5x22i,did:plc:2bwpuvajjzvulpy7opxnzuw6,Tankies got people to stay home on election day. They are Jill Stein voters. They celebrated when Kamala lost. They are NOT allies!,9,1,1
at://did:plc:s6pnlp5jl2stwcludcccdlpa/app.bsky.feed.post/3lcenkoz3hc2a,did:plc:s6pnlp5jl2stwcludcccdlpa,"Never have I seen a bigger moron. The people of Palestine will thank you for helping tRump, the most pro Israel president in modern history, win! Such a genius these Jill Stein voters are! They killed two birds with one stone, flushing their vote down the toilet AND helping orange Mussolini win!",2,0,8
at://did:plc:6xl4u4tcqs4hyiy6eeefk2it/app.bsky.feed.post/3lcen3wvzoc2v,did:plc:6xl4u4tcqs4hyiy6eeefk2it,"When Trump supporters, Russia and China are supporting Bernie Sanders and Jill Stein, it’s an automatic red flag for me. The right’s only doing it to draw votes away from democrats. I can’t believe there are those on the left who can’t see that.",1,1,9
at://did:plc:lziawn2nthqowted4h5hxycp/app.bsky.feed.post/3lcemc57m3s25,did:plc:lziawn2nthqowted4h5hxycp,Why Mehdi Hassan? I can't find him on here. I don't know much about him since I never read or watch mainstream media. Wall Street runs the US. I'm a fan of Jill Stein. www.michael-hudson.com was her economic advisor. He and www.rdwolff.com are socialists. Nothing worse than private banks. Cheers.,1,0,1
at://did:plc:2ge3mny5mdjpmo3ukdsknpoa/app.bsky.feed.post/3lcelnf54hs23,did:plc:2ge3mny5mdjpmo3ukdsknpoa,"Guess Who Came to Dinner With Michael Flynn and Vladimir Putin? ""Jill Stein""
www.nbcnews.com/news/world/g...",1,1,8
at://did:plc:2ge3mny5mdjpmo3ukdsknpoa/app.bsky.feed.post/3lcekri54tc2f,did:plc:2ge3mny5mdjpmo3ukdsknpoa,"🚨BREAKING NEWS
Trump expected to nominate former Green Party Candidate and frequent Vladimir Putin Dinner Guest
Jill Stein as US Ambassador to Gaza

thread🧵
bsky.app/profile/edhi...",4,6,6
at://did:plc:u2tdgywj23zyncxmf7osn3nz/app.bsky.feed.post/3lcek6ch7qk2q,did:plc:u2tdgywj23zyncxmf7osn3nz,"Yup. This is why I f’ing HATE Jill Stein and left the Green Party over a year ago after more than two decades as a Green. You build pyramids from the bottom up, not capstone down.",0,0,0
at://did:plc:o3ommo6nqkwybusog7cwd3nd/app.bsky.feed.post/3lcek5newls2f,did:plc:o3ommo6nqkwybusog7cwd3nd,"Cannot express enough how little I care about what Joe Manchin has to say about anything

The man is the same level of “unserious” as Jill Stein all while being an actual elected official (somehow)",0,0,2
at://did:plc:7l3j7us63p7bbd5hrw56cyws/app.bsky.feed.post/3lcejvktmis2v,did:plc:7l3j7us63p7bbd5hrw56cyws,"A failed State.

A revolution is needed.

Or is time for that nap?

#usa #america #apathy #stupid #dnc #democrats #maga #us #corporate #media #hype #misinformation #disinformation #aoc #berniesanders #jillstein #vote #election #hell #texas",1,4,15
at://did:plc:rtnxh2j27r4vxxvsubitvxgv/app.bsky.feed.post/3lcejklhrrc2r,did:plc:rtnxh2j27r4vxxvsubitvxgv,"random americans: yeah jill stein went back to her cave, huh? 

me: i guess so. same way harris went back to quietly supporting biden bombing innocent humans. so we both can agree that nothing really changed huh?

them: 😐 that’s different.

me: sureeee. one supports genocide the other doesn’t. 🤭",0,0,0
at://did:plc:n6lcz5hfux2oy2kusjuqxvv6/app.bsky.feed.post/3lcejalxc6c2j,did:plc:n6lcz5hfux2oy2kusjuqxvv6,Clearly he cheated to win the election however it’s funny when the taking point about Jill Stein being in the race wasn’t taking votes away from the VP Harris while Trump had to promise a cabinet position for RFK Jr for him to drop because he was taking Trump voters.,0,0,1
at://did:plc:rmp3jyndbytl3hesluexs7k5/app.bsky.feed.post/3lcej5dkgx22u,did:plc:rmp3jyndbytl3hesluexs7k5,Had to block my first Jill Stein dick rider. Take that shit back to Moscow.,0,0,1
at://did:plc:pcubvg7zdnnjxmhd5k4npp36/app.bsky.feed.post/3lceifak2ds23,did:plc:pcubvg7zdnnjxmhd5k4npp36,"People who didn't want to vote for Harris due to legitimate grievances didn't vote for Trump. If it's a ""protest vote"" against Harris specifically, they probably didn't vote for Kennedy or Chase Oliver. 

Which leaves you with Jill Stein and the ""other"" votes.

They do not make up the difference.",1,0,0
at://did:plc:cavwlrkjekkb3joax4e6oawf/app.bsky.feed.post/3lcei4viidk2o,did:plc:cavwlrkjekkb3joax4e6oawf,"For those who need the lore,

Max Blumenthal and co weren't blatant shills until after they were invited to the same RT anniversary banquet where Jill Stein and Mike Flynn were seated at the same table as Vladimir Putin, and after returning they founded the Grayzone in December 2015",7,55,219
at://did:plc:wjele6b5fkqhgiagm2rxoyuc/app.bsky.feed.post/3lcei2i7pgk2v,did:plc:wjele6b5fkqhgiagm2rxoyuc,"Originally it probably wasn't about hating him. Personally, I really liked him back in 2016. And if things had been different, he might have made a good president. But he ran as an Independent which pulled voters away from Clinton which was very annoying. Not to mention Jill Stein butting in as well",0,0,0
at://did:plc:d24lvtkwz42jmr3joaqqifdq/app.bsky.feed.post/3lcehrqss2k2x,did:plc:d24lvtkwz42jmr3joaqqifdq,Why is Jill Stein relevant here?,2,0,0
at://did:plc:yrclrwc757za53vry5ipsvhn/app.bsky.feed.post/3lcehnqnsmc2k,did:plc:yrclrwc757za53vry5ipsvhn,I voted for Jill Stein because she was the only moral candidate! Both Trump and Kamala were horrible! I think white Americans needed shock therapy to overcome their white supremacist & white privilege attitudes! Maybe they will change the way they vote when they start suffering like all others!,4,0,2
at://did:plc:7jpeqjyelm5ol3bspfjfmtuy/app.bsky.feed.post/3lcehisx6gc2q,did:plc:7jpeqjyelm5ol3bspfjfmtuy,Has anyone heard what Jill Stein thinks of the pardon for Hunter Biden…. No? …. I look forward to her comments in 2028,1,1,2
at://did:plc:r3xq7hw27rw6jojrkmo7irr4/app.bsky.feed.post/3lcehgp6xmc2t,did:plc:r3xq7hw27rw6jojrkmo7irr4,Paging Jill Stein! 🤡,2,0,1
at://did:plc:gi3j33zx7eqro3k6kvxezeya/app.bsky.feed.post/3lceh7re5is2x,did:plc:gi3j33zx7eqro3k6kvxezeya,"Judia reformada Jill Stein atinge 814 mil votos nas eleições presidenciais norte-americanas.

Apuração está em 99.4%.",1,1,8
at://did:plc:oywelfzuhsji2xliuznkpq6z/app.bsky.feed.post/3lcegsgmb7s2d,did:plc:oywelfzuhsji2xliuznkpq6z,"have you considered voting for jill stein a second time? that'll fix things, i'm sure of it.",1,0,0
at://did:plc:tkx2qyiofzlhy7zaln32yjyy/app.bsky.feed.post/3lcefxriw4k2g,did:plc:tkx2qyiofzlhy7zaln32yjyy,i could have voted for Jill Stein in a swing state & would still be free of any blame bc per the plain text of the constitution Trump should not have been on the 2024 ballot in the first place,1,1,11
at://did:plc:4y3wcmmyzmcpgearodhrbsae/app.bsky.feed.post/3lcefpd47fk2q,did:plc:4y3wcmmyzmcpgearodhrbsae,The idea of replacing the two party system with another two party system involving either Jill Stein or RFK just aged me another 10 years,1,0,2
at://did:plc:n2mk6auyfotqdcjo7gu23s4m/app.bsky.feed.post/3lceedbnr3c2c,did:plc:n2mk6auyfotqdcjo7gu23s4m,"Yeah I gotta agree with you on that one.

Well I'm not gonna be like the rest and demonize you for voting how you did, I see how insane the doupoly you have to deal with but let's just say if I were you, I would have voted for Jill Stein or sat it out. I highly doubt Trump is the way out. 

1/2",1,0,0
at://did:plc:ogk4m7y2gpa2lkmlivp6qv3p/app.bsky.feed.post/3lcedrqpppk2a,did:plc:ogk4m7y2gpa2lkmlivp6qv3p,"(""rich"" as in covertly funded by Moscow. Kind of like Tulsi and Jill Stein here, Farage and Banks in the UK, and so on, and so forth. Rinse and repeat.)",2,0,8
at://did:plc:wh6vupnsssvbehlo2gvfdp4y/app.bsky.feed.post/3lcecvzbdo22x,did:plc:wh6vupnsssvbehlo2gvfdp4y,"about how we need tankies, socialists, and the Jill Stein voters to gain ground the next election. 

Liberalism can win. Didn't you learn anything about what the vocal minority (QANON) can do to an entire party in under a decade?",3,0,4
at://did:plc:yf7wzjdjvziqgd6m3ptdddog/app.bsky.feed.post/3lcecb6o4zs2e,did:plc:yf7wzjdjvziqgd6m3ptdddog,We could’ve had Jill Stein…,0,0,0
at://did:plc:rmp3jyndbytl3hesluexs7k5/app.bsky.feed.post/3lcebretyy22s,did:plc:rmp3jyndbytl3hesluexs7k5,Anyone seen Jill Stein?,1,0,4
at://did:plc:g3okncbcgkysmbt4n4dzilbc/app.bsky.feed.post/3lcea34j6ac2g,did:plc:g3okncbcgkysmbt4n4dzilbc,"She would have at least told us it was airborne""??? 

That's it? Your first comments about voting for Jill Stein in 2016 are Hillary would have “at least told us it was airborne”?

I can think of about 50,000 other things she would have “at least” done😎",0,2,14
at://did:plc:cu3jnsesvb4fdto6gpsdtxor/app.bsky.feed.post/3lce7semjwk25,did:plc:cu3jnsesvb4fdto6gpsdtxor,Les fans de Jill Stein disait que Trump ou Biden c'est pareil.,0,2,7
at://did:plc:4lbcxhtvn5aygdpvzlhlbs3j/app.bsky.feed.post/3lce73p5vrc2f,did:plc:4lbcxhtvn5aygdpvzlhlbs3j,Jared was already talking about that beachfront property in Gaza being great for condos. Trump is going to let Bibi cleanse the area just for the real estate deal. Those Jill Stein voters are going to have that blood on their hands.,3,0,7
at://did:plc:6npyb22chen4u2sn5buvswqu/app.bsky.feed.post/3lce66tgu4k2t,did:plc:6npyb22chen4u2sn5buvswqu,He's now a Jill Stein booster I guess lol,0,0,0
at://did:plc:kcfcmzo5gzm47eh4uyiwhyzk/app.bsky.feed.post/3lce5zrkeq22v,did:plc:kcfcmzo5gzm47eh4uyiwhyzk,About the same as Jill Stein got. Looks like 2016 all over again.,0,0,0
at://did:plc:jfy2yd5wbodgmletqq2hmyv6/app.bsky.feed.post/3lce5pr4esc2p,did:plc:jfy2yd5wbodgmletqq2hmyv6,"Oh gfy my guy. 

The proof is in the politicization of his weak ass case that never would've even saw a judge if he weren't Hunter Biden. I bet you voted for Jill Stein…",2,0,0
at://did:plc:bwolzxvzfquzi7p74ccqfdu4/app.bsky.feed.post/3lce4xiw5kk2n,did:plc:bwolzxvzfquzi7p74ccqfdu4,"I don't know how that would fit in our winner-take-all system, other than to create a spoiler that reduces the votes for one of the sides (Perrot in 92, Nader in 2000, Jill Stein in 2016 and 2014).",1,0,0
at://did:plc:ezconqince3oolbmsz4wvy2j/app.bsky.feed.post/3lce3rwj2xc2m,did:plc:ezconqince3oolbmsz4wvy2j,"@candylovely.bsky.social 
We have people on this site following that far-left fraud Medhi Hasan who has been a fierce critic of President Biden and Vice President Harris During the course of the Gaza/Israel War Medhi was standing on the side of Rashida Tlaib Nina Turner Jill Stein and Cornell West.",1,0,0
at://did:plc:utqxrdib4tk6yjhderqhw44a/app.bsky.feed.post/3lce264wfps2k,did:plc:utqxrdib4tk6yjhderqhw44a,"Has anyone seen our lord and saviour Jill Stein lately? I thought that she was, like, our hero or something. Isn't she out there demanding justice for Palestine like she does once every four years?",0,0,2
at://did:plc:r6iswrkcgtzuz2clggmasene/app.bsky.feed.post/3lcdyy7falk2f,did:plc:r6iswrkcgtzuz2clggmasene,"We knew Jill Stein and RFK were meant to take votes from Kamala but what about Oliver, etc...?",0,0,2
at://did:plc:snlbenvpdo5kjantavjiecg6/app.bsky.feed.post/3lcdydjoskk2h,did:plc:snlbenvpdo5kjantavjiecg6,We had tea with friends. One is Palestinian and the other Lebanese. They voted for Jill Stein in protest. When I commented that Trump would allow Netanyahu to annex Gaza they said he’d never do that because it would be crazy. That Israel would never know peace. 🤷‍♀️,1,0,4
at://did:plc:34pyvqhckjnjoma4eletlts4/app.bsky.feed.post/3lcdy32a2xs2e,did:plc:34pyvqhckjnjoma4eletlts4,"Only MAGA voters / Jill Stein / eligible non-voters should lose access to healthcare through the ACA. I'm no 'vote blue no matter who', but I'm not so stupid as to be suicidal / genocidal. If you find yourself listed in the categories above, do fuck off.",0,0,0
at://did:plc:o5zl745cwv3c5okxcetq7jvw/app.bsky.feed.post/3lcdxy674os2a,did:plc:o5zl745cwv3c5okxcetq7jvw,"I am trying to find all the people on Xitter that ""argued"" with me about the Dems and GOPs being the same - they seem to have disappeared, now that they served their purpose.  Jill Stein and that Peter Doaou guy will be back again in four years in case the Dems stand a chance of regaining any power.",2,2,27
at://did:plc:mhbebcoegqllbnm647ste7rg/app.bsky.feed.post/3lcdxmz47kk2f,did:plc:mhbebcoegqllbnm647ste7rg,"Jill Stein wasn't the one who lost the election. 

Sigh.",0,0,1
at://did:plc:wya6xdvtfu2pi3min7yazerf/app.bsky.feed.post/3lcdx556y222c,did:plc:wya6xdvtfu2pi3min7yazerf,His Jill Stein interview was very stellar. But that doesn’t mean what I said is incorrect,1,0,0
at://did:plc:74m5ikrt3wn2236revhxfuok/app.bsky.feed.post/3lcdx3mpjkk2i,did:plc:74m5ikrt3wn2236revhxfuok,"He categorically didn't, his interview with Jill Stein was the toughest most scathing left wing critique of her I've ever seen, and he was right!",1,0,0
at://did:plc:74m5ikrt3wn2236revhxfuok/app.bsky.feed.post/3lcdwzjrvdc2i,did:plc:74m5ikrt3wn2236revhxfuok,":O

But I thought Holocaust Harris was the pro war candidate! Are you telling me Jill Stein mightve been lying??",0,0,3
at://did:plc:ezconqince3oolbmsz4wvy2j/app.bsky.feed.post/3lcdwvsjffk2m,did:plc:ezconqince3oolbmsz4wvy2j,"Dearborn Michigan Arabs voted for Trump And those questions? should be addressed to him and MAGAt, Muslim don't care about the children"" so why would anyone else? 

Grow the fuck up, please talk with Trump and MAGA, Jill Stein Cornell West, Nina Tuner & Tliab.

They did this.....",0,0,0
at://did:plc:qi2ypu5rzwwhbstvroksqhs2/app.bsky.feed.post/3lcdv4z2v5227,did:plc:qi2ypu5rzwwhbstvroksqhs2,"I wonder how the #uncommitted movement folks are feeling right about now? #Trump is about to DESTROY #Palestine. Better beg Hamas to let go of the hostages. Y’all gonna call #JillStein? Did you guys really believe he was going to save the innocent Palestinians? 🤔 

www.rawstory.com/trump-gaza-c...",0,0,2
at://did:plc:mowxi2lajqpurtbpvtw5fi7m/app.bsky.feed.post/3lcduzola7k2j,did:plc:mowxi2lajqpurtbpvtw5fi7m,"Attaboy, Jill Stein voters! You big-brained everybody!",0,0,1
at://did:plc:ro43ui63ann7f5365sygwdhh/app.bsky.feed.post/3lcdtlmmcg22i,did:plc:ro43ui63ann7f5365sygwdhh,"Nice job, Jill Stein & those who voted for her. 

Sigh.",2,0,4
at://did:plc:qeolp5ai5x4oe5l6ihumd3vu/app.bsky.feed.post/3lcdswgnmwc2k,did:plc:qeolp5ai5x4oe5l6ihumd3vu,this should really please the jill stein voters.🤡,0,0,0
at://did:plc:hawvdve45pf6t6xvhucfgoad/app.bsky.feed.post/3lcdsh5fitc2r,did:plc:hawvdve45pf6t6xvhucfgoad,Trump and Putin are besties but keep denying reality. Putin is also a big fan of Jill Stein. Wonder why he likes her.,1,0,0
at://did:plc:k5pybe3vqit4p2jcvlamr4o4/app.bsky.feed.post/3lcdrckfvqa2z,did:plc:k5pybe3vqit4p2jcvlamr4o4,"How is it so hard to understand that Russia using Jill Stein on state TV means they are connected, but quoting a published public work on state TV does not mean they are connected.

And saying that doesn't mean I'm defending the Heritage foundation. It simply means they are separate bad things.",0,0,0
at://did:plc:lsbzcivu6dam47ii7vpniamh/app.bsky.feed.post/3lcdqxc44v22g,did:plc:lsbzcivu6dam47ii7vpniamh,"👇🏽& BERNIE ISMW SAID Harris would DO EVERYTHING to stop the GENOCIDE IN THE MIDDLE EAST, AND HERE. Everyone chose to IGNORE HIM, or listen to 'bad actors like SMUG Zionist Jill Stein… '  AGAIN😒… & This WHOLE TIME I've been asking WHY are the so-called middle & progressives IGNORING BERNIE & RASHIDA?🤷🏽‍♀️",1,0,1
at://did:plc:oktnro7lyaug2w3j7vcsorpa/app.bsky.feed.post/3lcdqwkb5ts2s,did:plc:oktnro7lyaug2w3j7vcsorpa,I felt that way in 2016. This is so much worse. The majority of Americans indeed let this happen. I know too many people who voted for Kennedy or Jill Stein to have much faith in the will of the majority of Americans.,1,0,0
at://did:plc:z6t3w2nrewnuofguhavp4vwf/app.bsky.feed.post/3lcdptegjck2l,did:plc:z6t3w2nrewnuofguhavp4vwf,is this what happened to Jill Stein,0,0,1
at://did:plc:k5pybe3vqit4p2jcvlamr4o4/app.bsky.feed.post/3lcdobwgo4i26,did:plc:k5pybe3vqit4p2jcvlamr4o4,"I've seen 0 evidence of the Heritage Foundation being connected to Russia outside a couple instances of their work being quoted in propaganda. If they're connected, I'd love to see any evidence.

Yes, Stein and Russia are connected. If you said ""Jill Stein works for Russia"" it'd be highly accurate.",0,0,0
at://did:plc:tw3agmoqoe45ztpbvt3if6ox/app.bsky.feed.post/3lcdmnq745k22,did:plc:tw3agmoqoe45ztpbvt3if6ox,"Flynn pleaded guilty in 2017 to lying to the FBI about his contacts with the Russian ambassador and then cooperated extensively with prosecutors. But he ultimately reversed course and accused the government of trying to frame him.
Here's a photo of Flynn & Jill Stein having dinner with their boss.",1,0,0
at://did:plc:6piszkxlc7y5ex676geuvaeu/app.bsky.feed.post/3lcdlpyv5l22z,did:plc:6piszkxlc7y5ex676geuvaeu,"That’s not the real Jill Stein, and she would never say that.",0,0,0
at://did:plc:xkny6g22zwk65sfqdl2lctqs/app.bsky.feed.post/3lcdlbhwjec2z,did:plc:xkny6g22zwk65sfqdl2lctqs,"Bernie isn't a Democrat, full stop. 

I like Bernie, and I would have voted for Bernie. 

But the DNC didn't owe him shit. He used the party to try and Jill Stein his way into a Presidential run, and then dropped out of the party immediately after the election.",1,0,1
at://did:plc:lv5l7euszvnfqqsehd2jx53v/app.bsky.feed.post/3lcdk2tzptk24,did:plc:lv5l7euszvnfqqsehd2jx53v,Now is my favorite time of year where Nate and Jill Stein fuck off until the next presidential election.,1,1,17
at://did:plc:tn6ltsithqzdn3wtmifnjncb/app.bsky.feed.post/3lcdjzyznk32x,did:plc:tn6ltsithqzdn3wtmifnjncb,"Thank you for saying this. I’d like to add to the list:

“Liberal” children protesting Palestine / Israel - right outside Kamala’s rallies 🤦 

All “protest” votes (Dearborn / Jill Stein etc I’m looking at you).

MSM “liberals” not shouting about psycho red hats & project 2025 24/7.",1,1,4
at://did:plc:gky4kgylt7adtxugyxgp6cqc/app.bsky.feed.post/3lcdjsj2xoc2p,did:plc:gky4kgylt7adtxugyxgp6cqc,This guy is almost as annoying as Jill Stein. Almost.,0,0,0
